director_name,duration,actor_1_name,actor_2_name,actor_3_name,budget,imdb_score,movie_title,genres,gross
Mark Osborne,92,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,130000000,7.6,Kung Fu Panda,Action|Adventure|Animation|Comedy|Family,215395021
Peyton Reed,117,Judy Greer,Hayley Atwell,T.I.,130000000,7.4,Ant-Man,Action|Adventure|Comedy|Sci-Fi,180191634
Francis Lawrence,146,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,130000000,7.6,The Hunger Games: Catching Fire,Adventure|Sci-Fi|Thriller,424645577
Bill Condon,115,Robert Pattinson,Kristen Stewart,Taylor Lautner,120000000,5.5,The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,292298923
Tim Johnson,94,Jim Parsons,Matt Jones,April Winchell,135000000,6.7,Home,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,177343675
Steven Spielberg,116,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,132000000,6.5,War of the Worlds,Adventure|Sci-Fi|Thriller,234277056
Michael Bay,147,Will Smith,Henry Rollins,Jordi Mollà,130000000,6.6,Bad Boys II,Action|Comedy|Crime|Thriller,138396624
Chris Miller,90,Salma Hayek,Constance Marie,Amy Sedaris,130000000,6.7,Puss in Boots,Action|Adventure|Animation|Comedy|Family|Fantasy,149234747
Phillip Noyce,101,Angelina Jolie Pitt,Andre Braugher,August Diehl,110000000,6.4,Salt,Action|Crime|Mystery|Thriller,118311368
Darren Aronofsky,138,Anthony Hopkins,Emma Watson,Logan Lerman,125000000,5.8,Noah,Action|Adventure|Drama,101160529
Steven Spielberg,107,Toby Jones,Mackenzie Crook,Tony Curran,135000000,7.4,The Adventures of Tintin,Action|Adventure|Family|Mystery,77564037
Alfonso Cuarón,142,Daniel Radcliffe,Gary Oldman,Rupert Grint,130000000,7.8,Harry Potter and the Prisoner of Azkaban,Adventure|Family|Fantasy|Mystery,249358727
Baz Luhrmann,165,Essie Davis,Bryan Brown,Eddie Baroo,130000000,6.6,Australia,Adventure|Drama|Romance|War,49551662
M. Night Shyamalan,100,Will Smith,Zoë Kravitz,Glenn Morshower,130000000,4.9,After Earth,Action|Adventure|Sci-Fi,60522097
Eric Leighton,82,Alfre Woodard,D.B. Sweeney,Della Reese,127500000,6.5,Dinosaur,Adventure|Animation|Family|Thriller,137748063
Matt Birch,,Rupert Grint,Dave Legeno,Ralph Ineson,,7.5,Harry Potter and the Deathly Hallows: Part II,Action|Fantasy,
Shawn Levy,98,Robin Williams,Rami Malek,Steve Coogan,127000000,6.2,Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family|Fantasy,113733726
Tom McGrath,95,J.K. Simmons,Brad Pitt,Will Ferrell,130000000,7.3,Megamind,Action|Animation|Comedy|Family|Sci-Fi,148337537
Chris Columbus,159,Daniel Radcliffe,Fiona Shaw,Verne Troyer,125000000,7.5,Harry Potter and the Sorcerer's Stone,Adventure|Family|Fantasy,317557891
Robert Schwentke,96,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,130000000,5.6,R.I.P.D.,Action|Comedy|Fantasy,33592415
Hideaki Anno,120,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,,8.2,Godzilla Resurgence,Action|Adventure|Drama|Horror|Sci-Fi,
Gore Verbinski,143,Johnny Depp,Orlando Bloom,Jack Davenport,140000000,8.1,Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Fantasy,305388685
Matt Birch,,Rupert Grint,Toby Jones,Alfred Enoch,,6.4,Harry Potter and the Deathly Hallows: Part I,Fantasy,
Francis Lawrence,123,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,125000000,6.7,The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,337103873
Ron Howard,174,Tom Hanks,Seth Gabel,Jürgen Prochnow,125000000,6.6,The Da Vinci Code,Mystery|Thriller,217536138
Carlos Saldanha,101,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,103000000,6.4,Rio 2,Adventure|Animation|Comedy|Family|Musical,131536019
Bryan Singer,134,Hugh Jackman,Bruce Davison,Aaron Stanford,110000000,7.5,X-Men 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,214948780
Justin Lin,132,Paul Walker,Vin Diesel,Dwayne Johnson,125000000,7.3,Fast Five,Action|Crime|Thriller,209805005
Guy Ritchie,129,Robert Downey Jr.,Eddie Marsan,Paul Anderson,125000000,7.5,Sherlock Holmes: A Game of Shadows,Action|Adventure|Crime|Mystery|Thriller,186830669
Louis Leterrier,106,Liam Neeson,Jason Flemyng,Alexa Davalos,125000000,5.8,Clash of the Titans,Action|Adventure|Fantasy,163192114
Paul Verhoeven,113,Ronny Cox,Rachel Ticotin,Marshall Bell,65000000,7.5,Total Recall,Action|Sci-Fi,119412921
John McTiernan,102,Tony Curran,Vladimir Kulich,Clive Russell,85000000,6.6,The 13th Warrior,Action|Adventure|History,32694788
Tony Gilroy,135,Jeremy Renner,Scott Glenn,Stacy Keach,125000000,6.7,The Bourne Legacy,Action|Adventure|Thriller,113165635
Joel Schumacher,125,Michael Gough,Vivica A. Fox,John Glover,125000000,3.7,Batman & Robin,Action,107285004
Ron Howard,110,Clint Howard,T.J. Thyne,Molly Shannon,123000000,6,How the Grinch Stole Christmas,Comedy|Family|Fantasy,260031035
Roland Emmerich,124,Jake Gyllenhaal,Dennis Quaid,Sela Ward,125000000,6.4,The Day After Tomorrow,Action|Adventure|Sci-Fi|Thriller,186739919
John Woo,123,Tom Cruise,Dougray Scott,Richard Roxburgh,125000000,6.1,Mission: Impossible II,Action|Adventure|Thriller,215397307
Wolfgang Petersen,130,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,140000000,6.4,The Perfect Storm,Action|Adventure|Drama|Thriller,182618434
Tim Story,92,Chris Evans,Ioan Gruffudd,Andre Braugher,130000000,5.6,Fantastic 4: Rise of the Silver Surfer,Action|Adventure|Sci-Fi|Thriller,131920333
Ang Lee,127,Suraj Sharma,Rafe Spall,Tabu,120000000,8,Life of Pi,Adventure|Drama|Fantasy,124976634
Mark Steven Johnson,123,Nicolas Cage,Matt Long,Peter Fonda,110000000,5.2,Ghost Rider,Action|Fantasy|Thriller,115802596
Paul Greengrass,123,Matt Damon,Riz Ahmed,Ato Essandoh,120000000,7.1,Jason Bourne,Action|Thriller,108521835
McG,107,Demi Moore,Bernie Mac,Justin Theroux,120000000,4.8,Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime,100685880
Ridley Scott,124,Michael Fassbender,Charlize Theron,Sean Harris,130000000,7,Prometheus,Adventure|Mystery|Sci-Fi,126464904
Rob Minkoff,77,Nathan Lane,Brad Garrett,Melanie Griffith,120000000,5.4,Stuart Little 2,Adventure|Animation|Comedy|Family|Fantasy,64736114
Neill Blomkamp,109,Matt Damon,Sharlto Copley,Alice Braga,115000000,6.6,Elysium,Action|Drama|Sci-Fi|Thriller,93050117
David Twohy,134,Vin Diesel,Alexa Davalos,Christina Cox,105000000,6.7,The Chronicles of Riddick,Action|Adventure|Sci-Fi|Thriller,57637485
José Padilha,117,Gary Oldman,Abbie Cornish,Jennifer Ehle,100000000,6.2,RoboCop,Action|Crime|Sci-Fi|Thriller,58607007
Lana Wachowski,135,Scott Porter,Kick Gurry,Nicholas Elia,120000000,6.1,Speed Racer,Action|Family|Sport,43929341
James L. Brooks,121,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,120000000,5.3,How Do You Know,Comedy|Drama|Romance,30212620
James Mangold,117,Tom Cruise,Marc Blucas,Jordi Mollà,117000000,6.3,Knight and Day,Action|Comedy|Romance,76418654
Joseph Kosinski,124,Morgan Freeman,Tom Cruise,Zoë Bell,120000000,7,Oblivion,Action|Adventure|Mystery|Sci-Fi,89021735
George Lucas,140,Natalie Portman,Christopher Lee,Hayden Christensen,113000000,7.6,Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Fantasy|Sci-Fi,380262555
George Lucas,142,Natalie Portman,Christopher Lee,Hayden Christensen,115000000,6.7,Star Wars: Episode II - Attack of the Clones,Action|Adventure|Fantasy|Sci-Fi,310675583
Pete Docter,92,Steve Buscemi,John Ratzenberger,James Coburn,115000000,8.1,"Monsters, Inc.",Adventure|Animation|Comedy|Family|Fantasy,289907418
James Mangold,138,Hugh Jackman,Tao Okamoto,Rila Fukushima,120000000,6.7,The Wolverine,Action|Adventure|Sci-Fi|Thriller,132550960
George Lucas,136,Natalie Portman,Liam Neeson,Ian McDiarmid,115000000,6.5,Star Wars: Episode I - The Phantom Menace,Action|Adventure|Fantasy|Sci-Fi,474544677
Kirk De Micco,98,Ryan Reynolds,Emma Stone,Nicolas Cage,135000000,7.3,The Croods,Adventure|Animation|Comedy|Family|Fantasy,187165546
Frédéric Forestier,116,Alain Delon,Santiago Segura,Vanessa Hessler,78000000,5.1,Asterix at the Olympic Games,Adventure|Comedy|Family|Fantasy,
John Woo,153,Nicolas Cage,Roger Willie,Noah Emmerich,115000000,6,Windtalkers,Action|Drama|War,40911830
Cedric Nicolas-Troyan,120,Chris Hemsworth,Sam Claflin,Charlize Theron,115000000,6.1,The Huntsman: Winter's War,Action|Adventure|Drama|Fantasy,47952020
Jonathan Liebesman,101,Noel Fisher,Danny Woodburn,Jeremy Howard,125000000,5.9,Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,190871240
Alfonso Cuarón,91,Phaldut Sharma,Basher Savage,Amy Warren,100000000,7.8,Gravity,Adventure|Drama|Sci-Fi|Thriller,274084951
Roger Donaldson,108,Jamie Renée Smith,Grant Heslov,Tzi Ma,116000000,5.8,Dante's Peak,Action|Adventure|Thriller,67155742
Dave Green,112,Stephen Amell,Noel Fisher,Brad Garrett,135000000,6.3,Teenage Mutant Ninja Turtles: Out of the Shadows,Action|Adventure|Comedy|Sci-Fi,81638674
Josh Trank,100,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,120000000,4.3,Fantastic Four,Action|Adventure|Sci-Fi,56114221
Shawn Levy,108,Robin Williams,Rami Malek,Steve Coogan,110000000,6.4,Night at the Museum,Action|Adventure|Comedy|Family|Fantasy,250863268
Brad Peyton,114,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,110000000,6.1,San Andreas,Action|Adventure|Drama|Thriller,155181732
Roger Spottiswoode,119,Vincent Schiavelli,Colin Salmon,Joe Don Baker,110000000,6.5,Tomorrow Never Dies,Action|Adventure|Thriller,125332007
Roland Emmerich,142,Heath Ledger,Adam Baldwin,Tom Wilkinson,110000000,7.1,The Patriot,Action|Drama|History|War,113330342
Steven Soderbergh,125,Brad Pitt,Julia Roberts,Mini Anden,110000000,6.4,Ocean's Twelve,Crime|Thriller,125531634
Doug Liman,126,Brad Pitt,Angelina Jolie Pitt,Stephanie March,120000000,6.5,Mr. & Mrs. Smith,Action|Comedy|Crime|Romance|Thriller,186336103
Robert Schwentke,119,Kate Winslet,Theo James,Mekhi Phifer,110000000,6.3,Insurgent,Adventure|Sci-Fi|Thriller,129995817
Martin Scorsese,170,Leonardo DiCaprio,Adam Scott,Frances Conroy,110000000,7.5,The Aviator,Biography|Drama,102608827
Rob Letterman,85,James Corden,Catherine Tate,Olly Alexander,112000000,4.9,Gulliver's Travels,Adventure|Comedy|Family|Fantasy,42776259
Michel Gondry,119,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,120000000,5.8,The Green Hornet,Action|Comedy|Crime|Sci-Fi|Thriller,98780042
,60,George Peppard,Dirk Benedict,Dwight Schultz,,7.6,The A-Team,Action|Adventure|Crime,
Noam Murro,102,Eva Green,Sullivan Stapleton,Peter Mensah,110000000,6.2,300: Rise of an Empire,Action|Drama|Fantasy|War,106369117
Raja Gosnell,103,Mahadeo Shivraj,Tim Gunn,Madison McKinley,110000000,5.5,The Smurfs,Adventure|Animation|Comedy|Family|Fantasy,142614158
Will Finn,76,Steve Buscemi,Roseanne Barr,G.W. Bailey,110000000,5.4,Home on the Range,Animation|Comedy|Family|Music|Western,50026353
Robert Schwentke,120,Naomi Watts,Theo James,Zoë Kravitz,110000000,5.8,Allegiant,Action|Adventure|Mystery|Sci-Fi|Thriller,66002193
Shawn Levy,127,Hugh Jackman,Torey Michael Adkins,Olga Fonda,110000000,7.1,Real Steel,Action|Drama|Sci-Fi|Sport,85463309
Raja Gosnell,105,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,105000000,5.4,The Smurfs 2,Adventure|Animation|Comedy|Family|Fantasy,71017784
Jan de Bont,121,Jason Patric,Temuera Morrison,Lois Chiles,160000000,3.7,Speed 2: Cruise Control,Action|Crime|Romance|Thriller,48068396
Gavin Hood,114,Harrison Ford,Moises Arias,Aramis Knight,110000000,6.7,Ender's Game,Action|Sci-Fi,61656849
Len Wiseman,129,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,110000000,7.2,Live Free or Die Hard,Action|Adventure|Thriller,134520804
Peter Jackson,171,Christopher Lee,Orlando Bloom,Billy Boyd,93000000,8.8,The Lord of the Rings: The Fellowship of the Ring,Action|Adventure|Drama|Fantasy,313837577
Frank Coraci,120,Jim Broadbent,Steve Coogan,Cécile De France,110000000,5.8,Around the World in 80 Days,Action|Adventure|Comedy,24004159
Michael Mann,165,Will Smith,Jada Pinkett Smith,Joe Morton,107000000,6.8,Ali,Biography|Drama|Sport,58183966
Bo Welch,82,Sean Hayes,Kelly Preston,Spencer Breslin,109000000,3.8,The Cat in the Hat,Adventure|Comedy|Family|Fantasy,100446895
Alex Proyas,115,Will Smith,Bruce Greenwood,Chi McBride,120000000,7.1,"I, Robot",Action|Mystery|Sci-Fi|Thriller,144795350
Ridley Scott,194,Liam Neeson,Orlando Bloom,Philip Glenister,130000000,7.2,Kingdom of Heaven,Action|Adventure|Drama|History|War,47396698
Rob Minkoff,84,Chazz Palminteri,Nathan Lane,Jeffrey Jones,133000000,5.9,Stuart Little,Adventure|Comedy|Family|Fantasy,140015224
Ron Clements,97,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,105000000,7.1,The Princess and the Frog,Animation|Family|Fantasy|Musical|Romance,104374107
Ridley Scott,151,Matt Damon,Donald Glover,Benedict Wong,108000000,8.1,The Martian,Adventure|Drama|Sci-Fi,228430993
Christopher Barnard,22,Mathew Buck,,,,7.2,"10,000 B.C.",Comedy,
Michael Bay,136,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,126000000,6.9,The Island,Action|Adventure|Romance|Sci-Fi|Thriller,35799026
Peter Chelsom,104,Del Zamora,Warren Beatty,Garry Shandling,90000000,4.4,Town & Country,Comedy|Romance,6712451
Dominic Sena,127,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,90000000,6.5,Gone in Sixty Seconds,Action|Crime|Thriller,101643008
Ridley Scott,171,Djimon Hounsou,Connie Nielsen,Oliver Reed,103000000,8.5,Gladiator,Action|Drama|Romance,187670866
Steven Spielberg,145,Tom Cruise,Frank Grillo,Jessica Capshaw,102000000,7.7,Minority Report,Action|Mystery|Sci-Fi|Thriller,132014112
Chris Columbus,174,Daniel Radcliffe,Rupert Grint,Emma Watson,100000000,7.4,Harry Potter and the Chamber of Secrets,Adventure|Family|Fantasy|Mystery,261970615
Martin Campbell,144,Eva Green,Tobias Menzies,Ivana Milicevic,150000000,8,Casino Royale,Action|Adventure|Thriller,167007184
Tim Burton,119,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,100000000,5.7,Planet of the Apes,Action|Adventure|Sci-Fi|Thriller,180011740
James Cameron,153,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,102000000,8.5,Terminator 2: Judgment Day,Action|Sci-Fi,204843350
Michael Mann,140,Johnny Depp,Christian Bale,Stephen Graham,100000000,7,Public Enemies,Biography|Crime|Drama|History|Romance,97030725
Ridley Scott,176,Denzel Washington,Ruby Dee,RZA,100000000,7.8,American Gangster,Biography|Crime|Drama,130127620
James Cameron,141,Jamie Lee Curtis,Tia Carrere,Tom Arnold,115000000,7.2,True Lies,Action|Comedy|Thriller,146282411
Tony Scott,106,Denzel Washington,Ramon Rodriguez,Michael Rispoli,100000000,6.4,The Taking of Pelham 1 2 3,Action|Crime|Thriller,65452312
Paul Weitz,98,Robert De Niro,Blythe Danner,Teri Polo,100000000,5.5,Little Fockers,Comedy|Romance,148383780
Adam McKay,116,Dwayne Johnson,Will Ferrell,Derek Jeter,100000000,6.7,The Other Guys,Action|Comedy|Crime,119219978
Chuck Russell,115,Vanessa Williams,James Coburn,Roma Maffia,100000000,6.1,Eraser,Action|Drama|Mystery|Thriller,101228120
Quentin Tarantino,165,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,100000000,8.5,Django Unchained,Drama|Western,162804648
Gary Trousdale,91,Demi Moore,Jason Alexander,Bill Fagerbakke,100000000,6.9,The Hunchback of Notre Dame,Animation|Drama|Family|Musical|Romance,100117603
Mark Dindal,78,Eartha Kitt,Wendie Malick,John Fiedler,100000000,7.3,The Emperor's New Groove,Adventure|Animation|Comedy|Family|Fantasy,89296573
Simon West,103,Jason Statham,Sylvester Stallone,Bruce Willis,92000000,6.7,The Expendables 2,Action|Adventure|Thriller,85017401
Jon Turteltaub,131,Nicolas Cage,Armando Riesco,Annie Parisse,100000000,6.9,National Treasure,Action|Adventure|Comedy|Family|Mystery,173005002
Stefen Fangmeier,104,Djimon Hounsou,Ed Speleers,Gary Lewis,100000000,5.1,Eragon,Action|Adventure|Family|Fantasy,75030163
Spike Jonze,101,Catherine O'Hara,Ryan Corr,Max Records,100000000,6.8,Where the Wild Things Are,Adventure|Drama|Family|Fantasy,77222184
Joe Wright,111,Hugh Jackman,Cara Delevingne,Nonso Anozie,150000000,5.8,Pan,Adventure|Family|Fantasy,34964818
Chris Wedge,102,Josh Hutcherson,Emma Kenney,Troy Evans,100000000,6.7,Epic,Adventure|Animation|Family|Fantasy,107515297
Florian Henckel von Donnersmarck,103,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,100000000,6,The Tourist,Action|Romance|Thriller,67631157
Peter Hyams,121,CCH Pounder,Mark Margolis,Udo Kier,83000000,5.7,End of Days,Action|Fantasy|Horror|Mystery,66862068
Edward Zwick,143,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,100000000,8,Blood Diamond,Adventure|Drama|Thriller,57366262
Martin Scorsese,240,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,100000000,8.2,The Wolf of Wall Street,Biography|Comedy|Crime|Drama,116866727
Joel Schumacher,121,Michael Gough,Rene Auberjonois,Debi Mazar,100000000,5.4,Batman Forever,Action|Adventure|Fantasy,184031112
Paul Verhoeven,129,Jake Busey,Patrick Muldoon,Seth Gilliam,105000000,7.2,Starship Troopers,Action|Sci-Fi|War,54700065
Tom Tykwer,172,Tom Hanks,Jim Sturgess,Jim Broadbent,102000000,7.5,Cloud Atlas,Drama|Sci-Fi,27098580
Zack Snyder,101,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,80000000,7,Legend of the Guardians: The Owls of Ga'Hoole,Action|Adventure|Animation|Family|Fantasy,55673333
Pitof,87,Frances Conroy,Christopher Heyerdahl,Alex Borstein,100000000,3.3,Catwoman,Action|Crime|Fantasy|Romance|Thriller,40198710
Brett Ratner,101,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,100000000,6,Hercules,Action|Adventure,72660029
Ron Clements,95,Joseph Gordon-Levitt,Martin Short,Michael Wincott,140000000,7.1,Treasure Planet,Adventure|Animation|Family|Sci-Fi,38120554
Brad Silberling,102,Will Ferrell,Anna Friel,Bobb'e J. Thompson,100000000,5.4,Land of the Lost,Adventure|Comedy|Sci-Fi,49392095
Patrick Hughes,131,Jason Statham,Sylvester Stallone,Harrison Ford,90000000,6.1,The Expendables 3,Action|Adventure|Thriller,39292022
Ericson Core,114,Ray Winstone,Edgar Ramírez,Delroy Lindo,105000000,5.3,Point Break,Action|Crime|Sport|Thriller,28772222
Lawrence Guterman,94,Jamie Kennedy,Traylor Howard,Ben Stein,84000000,2.2,Son of the Mask,Comedy|Family|Fantasy,17010646
Ron Howard,122,Chris Hemsworth,Benjamin Walker,Frank Dillane,100000000,7,In the Heart of the Sea,Action|Adventure|Biography|Drama|History|Thriller,24985612
Ron Underwood,95,Rosario Dawson,Randy Quaid,Burt Young,100000000,3.8,The Adventures of Pluto Nash,Action|Comedy|Sci-Fi,4411102
Paul Greengrass,115,Matt Damon,Sean Huze,Igal Naor,100000000,6.9,Green Zone,Action|Drama|Thriller|War,35024475
Steve Martino,88,Francesca Capaldi,Venus Schultheis,Bill Melendez,99000000,7.2,The Peanuts Movie,Adventure|Animation|Comedy|Family,130174897
David Mamet,110,Ben Gazzara,Felicity Huffman,Campbell Scott,10000000,7.3,The Spanish Prisoner,Drama|Mystery|Thriller,10200000
Stephen Sommers,130,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,98000000,6.3,The Mummy Returns,Action|Adventure|Fantasy|Thriller,202007640
Martin Scorsese,216,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,100000000,7.5,Gangs of New York,Crime|Drama,77679638
Yimou Zhang,146,Christian Bale,Ni Ni,Shigeo Kobayashi,94000000,7.6,The Flowers of War,Drama|History|Romance|War,9213
Ash Brannon,85,Jeff Bridges,Zooey Deschanel,Jon Heder,100000000,6.8,Surf's Up,Animation|Comedy|Family|Sport,58867694
Frank Oz,93,Jon Lovitz,Matthew Broderick,Roger Bart,90000000,5.2,The Stepford Wives,Comedy|Sci-Fi|Thriller,59475623
Ridley Scott,152,Ioan Gruffudd,Sam Shepard,Ewen Bremner,92000000,7.7,Black Hawk Down,Drama|History|War,108638745
Jay Roach,85,Will Ferrell,Thomas Middleditch,Katherine LaNasa,95000000,6.2,The Campaign,Comedy,86897182
Luc Besson,126,Milla Jovovich,Bruce Willis,Gary Oldman,93000000,7.7,The Fifth Element,Action|Adventure|Sci-Fi,63540020
Michael Patrick King,146,Chris Noth,Liza Minnelli,Kristin Davis,100000000,4.3,Sex and the City 2,Comedy|Drama|Romance,95328937
Bibo Bergeron,89,Frank Welker,Rosie Perez,Elton John,95000000,6.9,The Road to El Dorado,Adventure|Animation|Comedy|Family|Romance,50802661
Steve Martino,88,Peter Dinklage,Josh Gad,Drake,95000000,6.6,Ice Age: Continental Drift,Adventure|Animation|Comedy|Family,161317423
Kenneth Branagh,105,Hayley Atwell,Derek Jacobi,Lily James,95000000,7,Cinderella,Drama|Family|Fantasy|Romance,201148159
Peter Jackson,135,Michael Imperioli,AJ Michalka,Tom McCarthy,65000000,6.7,The Lovely Bones,Drama|Fantasy|Thriller,43982842
Andrew Stanton,100,Alexander Gould,Stephen Root,Brad Garrett,94000000,8.2,Finding Nemo,Adventure|Animation|Comedy|Family,380838870
Peter Jackson,192,Orlando Bloom,Billy Boyd,Bernard Hill,94000000,8.9,The Lord of the Rings: The Return of the King,Action|Adventure|Drama|Fantasy,377019252
Peter Jackson,172,Christopher Lee,Orlando Bloom,Billy Boyd,94000000,8.7,The Lord of the Rings: The Two Towers,Action|Adventure|Drama|Fantasy,340478898
