duration,imdb_score,budget,gross,release_month
135,7.5,3.50E+07,70960517,5
100,6.3,379000,2808000,2
94,7,1.00E+06,1744858,2
106,6.3,6.00E+06,27457409,3
114,6.9,2.00E+07,3519627,9
118,5.9,8.80E+07,37899638,8
98,6.6,25000,10246600,8
93,5.3,1.00E+07,900926,9
93,5,1.00E+07,365734,8
97,7.4,4.50E+07,93452056,12
103,6.9,2.00E+05,174682,1
84,6.4,NA,1028337,1
120,7.7,1.30E+07,23947,1
95,7,3.00E+07,42043633,4
96,6,4.70E+07,60154431,6
94,6.7,1.30E+07,51872378,3
47,7.3,50000,NA,1
108,5.8,NA,NA,8
85,6.2,9.50E+07,86897182,8
99,3.9,250000,49494,7
82,3.8,1.09E+08,100446895,11
93,5.1,3.00E+07,14888028,8
105,6,NA,687081,1
109,6.3,3.30E+07,61280963,8
118,6.4,5.20E+07,37035845,8
100,7.1,1200000,NA,4
100,5.8,NA,2209479,11
150,6.6,2.25E+08,141614023,5
150,6.9,1.80E+08,291709845,12
113,6.3,1.55E+08,104383624,8
134,6.7,1.05E+08,57637485,6
108,7,6800000,49526,6
90,7.5,10000,673780,4
117,6.4,8300000,NA,3
115,6.5,2.00E+07,403932,12
98,5.3,1.50E+07,1953732,1
119,6.7,4.50E+07,92115211,7
93,4.9,2.00E+07,3749061,8
82,6.1,1.00E+07,6842058,1
119,7,13800000,52293982,10
154,7.8,1.50E+07,94175854,12
112,7.5,2.00E+07,137387272,7
134,7.8,4.00E+07,102310175,5
122,7,2.50E+07,11538204,9
129,7.5,1.50E+07,33565375,8
126,7,2.00E+07,17804273,10
113,7.9,1600000,NA,4
97,3.6,NA,11540112,9
101,7,3200000,8243880,1
135,5.4,6.00E+07,31111260,3
110,6,3.00E+07,15156200,3
92,6.2,2500000,NA,12
123,6.5,5.80E+07,25900000,12
138,5.3,2.50E+07,16969390,10
131,7.7,3.50E+07,54228104,9
88,4,3.50E+07,16988996,7
97,5.3,2.00E+07,23292105,2
101,6.2,1.50E+07,24881000,5
101,6.5,2.00E+07,39103378,3
88,5.6,2.30E+07,13019253,10
90,5.4,1.30E+07,28399192,7
98,7.3,1.35E+08,187165546,3
98,7.6,2.30E+07,50693162,5
100,6,11500000,NA,2
112,7.3,2300000,62549000,9
111,7.4,1.00E+06,94596,4
166,7.8,1.50E+08,127490802,11
89,4.5,2.00E+06,NA,8
103,6.8,2.60E+07,7496522,8
85,7.5,3.00E+07,56068547,9
174,6.6,1.25E+08,217536138,5
98,7.6,1.00E+07,449558,3
104,7.1,1.20E+07,1779284,6
80,6.1,5.00E+05,NA,3
152,9,1.85E+08,533316061,7
164,8.5,2.50E+08,448130642,7
89,4.9,3.00E+07,21426805,12
124,6.4,1.25E+08,186739919,5
104,5.5,8.00E+07,79363785,12
93,6.7,NA,17311,11
103,7.2,1.00E+07,NA,11
97,5.9,2.20E+07,NA,7
113,6.9,2.00E+07,31146570,4
106,6.3,4.00E+07,13376506,3
183,8.2,1.50E+07,NA,12
151,8.5,9.00E+07,132373442,10
115,7.3,2.00E+07,82624961,9
100,7.2,3500000,26005908,7
136,7.5,5.70E+07,60984028,10
109,7.1,1.50E+07,1357042,2
111,6.1,8.60E+07,42877165,3
109,6.9,7.00E+06,16901126,7
90,3.8,1.00E+07,NA,5
83,4.2,1.00E+06,53245055,1
109,6.8,3.50E+07,124732962,6
102,6.9,2.00E+06,1477002,8
99,6.4,6.50E+07,59617068,5
111,5.3,7.00E+07,48430355,1
83,6.7,NA,NA,10
122,5.8,3.00E+06,22000,3
101,4.8,2.00E+06,NA,7
140,7.2,3.80E+07,35183792,3
110,6.9,13500000,13823741,9
101,6.5,8500000,34017854,2
107,5.1,5.00E+07,80270227,8
116,6.9,6500000,2268296,5
86,6.2,NA,128937,4
117,6.9,NA,27779888,9
139,6.6,5.00E+06,NA,8
124,8.2,5.00E+06,NA,10
109,6.9,12500000,14060950,11
78,7.3,1.00E+08,89296573,12
102,7.2,2.30E+07,10660147,2
162,7.4,2.70E+07,78651430,11
132,7.2,5.50E+07,101530738,9
96,7.6,375000,NA,10
122,6.7,2.00E+07,75072454,9
132,8,8.00E+06,204565000,12
113,6.5,8.00E+07,102981571,8
103,6.7,9.20E+07,85017401,8
131,6.1,9.00E+07,39292022,8
79,6.3,NA,24705,4
130,7.3,4.00E+07,9589875,10
108,5.9,7.00E+06,453079,8
92,5.4,1.20E+07,31397498,2
101,4.7,NA,NA,9
104,6.4,1.50E+07,40064955,12
172,6.7,1.90E+07,NA,3
125,6.7,6.00E+07,75764085,12
103,6.3,1.70E+07,6061759,12
116,5.8,5.50E+07,18573791,8
106,6.7,3.80E+07,144512310,6
104,6,8.50E+07,62494975,6
133,7.8,1.20E+07,124868837,5
126,7.7,9.30E+07,63540020,5
128,6.2,2.80E+07,3254172,10
116,7.9,2.50E+07,93571803,12
82,5.2,4.00E+07,66466372,8
117,6.8,NA,27550735,1
154,6.8,4.20E+07,158348400,9
103,6.2,2.60E+07,105444419,9
137,7.6,2.40E+07,41895491,9
131,6.2,3.00E+07,28644770,4
91,4.8,4.50E+07,130512915,5
90,3.6,6.00E+07,35231365,4
89,6.8,1.00E+06,21378000,10
104,6.6,5.50E+07,25040293,4
93,4.8,1.00E+07,26583369,1
90,5.3,5.00E+06,6755271,4
96,7.3,3.50E+07,10139254,9
125,6.5,3.50E+07,18306166,9
107,7.2,NA,NA,5
98,5.9,1.00E+07,25464480,11
82,5.6,60000,40557,3
104,7.8,1800000,NA,10
105,7.3,4.00E+06,NA,12
95,4.4,250000,NA,10
105,6.4,27220000,NA,7
130,7.8,4.40E+07,183875760,8
91,7.2,3500000,45857453,8
99,6.6,12500000,1227324,1
81,4.2,1.00E+05,22757819,7
111,6,2.50E+07,33631221,10
129,7.8,5.00E+07,48265581,9
101,6.2,2.00E+07,375474,1
110,6.2,2.20E+07,90636983,9
101,7.6,NA,2408553,7
116,6.3,9.50E+07,102678089,6
110,6.8,5.50E+07,38553833,10
128,7.2,4.50E+07,15523168,2
108,7.1,5.00E+06,43771291,7
110,6.8,2.50E+07,14589444,4
105,6,NA,2874,7
158,7.8,9.00E+07,102515793,12
97,6.5,2.50E+07,45089048,8
106,5.8,3.00E+07,17951431,9
91,5.3,4.50E+07,20400913,10
175,9.2,6.00E+06,134821952,3
220,9,1.30E+07,57300000,12
170,7.6,5.40E+07,66676062,12
94,5.9,2.50E+07,79817937,12
113,6.1,1.80E+08,70083519,12
93,6.8,NA,123070338,11
105,6.1,3.20E+07,1304837,12
93,6.5,5.00E+06,14015786,1
90,5.9,8.00E+06,100503,4
99,6.9,3800000,19959,9
93,5.9,1.50E+07,20380,1
109,6.6,2.50E+07,3517797,4
89,5.8,NA,15102127,8
99,8.1,2.50E+07,59073773,2
126,7.6,1.50E+07,30226144,12
172,8.3,4.00E+06,NA,6
143,7.3,1.05E+08,144812796,5
132,6.7,8.00E+07,10166502,8
110,7,6.00E+06,NA,12
96,6.7,6.00E+06,115862,1
120,7.5,NA,15331289,9
90,6.6,1500000,638476,4
152,6.7,4.00E+06,36000000,1
225,6.6,2.00E+07,8000000,2
119,5.8,1.20E+08,98780042,3
100,5.4,6.00E+06,7186670,9
189,8.5,6.00E+07,136801374,12
117,6.8,2.50E+07,51533608,1
98,5.9,1.00E+07,110175871,10
137,5,2.00E+07,39143839,10
96,7.3,6.00E+06,5359774,7
95,5.8,4.00E+07,37101011,12
115,5.8,4.00E+07,10640645,2
94,5.4,1.10E+07,3034181,8
88,7.3,850000,442638,4
108,7.8,3.50E+07,277313371,6
102,6.5,8.00E+07,254455986,5
91,5,4.80E+07,64505912,3
187,7.9,4.40E+07,54116191,12
88,4.9,9.00E+07,75817994,11
113,4.9,8.00E+07,91188905,9
101,5.3,9.00E+06,NA,2
82,3.8,5.00E+06,13350177,10
96,6.7,7.00E+06,196067,1
123,6.6,4.30E+07,159578352,6
87,6.2,1.00E+06,19539,1
146,8.1,2.50E+07,169705587,8
108,6.4,1.50E+07,41777564,3
89,5.1,1.50E+07,20801344,3
109,6.9,2.00E+06,2706659,10
90,5.4,6.00E+06,NA,4
109,6.8,5.00E+07,51019112,1
116,6.7,2.50E+07,7156933,10
182,7.9,1.80E+08,303001229,11
164,7.5,2.50E+08,255108370,12
186,7.9,2.25E+08,258355354,12
92,5.7,1.20E+07,NA,4
138,6.9,8.50E+07,63224849,12
122,6.6,1.60E+07,2428883,5
93,7.4,160000,155984,11
170,6.5,6.00E+07,75370763,5
110,7,12215500000,2201412,3
109,6,7500000,5100000,3
114,7.6,2.50E+07,41597830,12
97,5.5,2.50E+07,48237389,8
135,7.1,1.00E+07,3041803,9
95,6.4,9.00E+05,100659,4
91,6.6,1.00E+06,17986000,4
111,7.3,3.00E+07,2869369,3
91,6.9,1.00E+08,100117603,6
122,7.3,2.20E+07,54235441,8
142,7.3,7.80E+07,407999255,3
146,7.6,1.30E+08,424645577,11
123,6.7,1.25E+08,337103873,11
137,6.6,1.60E+08,281666058,11
135,7.6,3.00E+07,122012643,3
94,6,5.50E+07,34238611,2
101,6.9,2.50E+07,876671,9
120,6.1,1.15E+08,47952020,4
146,7.6,3.80E+07,50668906,9
131,7.6,1.50E+07,15700000,10
134,8,2.00E+06,NA,9
90,6.1,8800000,NA,1
91,5.7,9.00E+06,NA,3
112,7.5,1.80E+07,7837632,9
106,6.9,1.00E+07,1939441,9
101,7.1,12500000,40962534,9
110,7.6,1.60E+07,39825798,8
81,7.4,50000,NA,11
123,6.8,4.00E+07,7689458,10
114,8.1,1.40E+07,91121452,11
120,6.6,1.60E+07,1984743,6
97,6.9,1.50E+07,8378141,5
105,4.6,1.50E+07,5217498,2
100,5.9,3.00E+07,22525921,3
135,6.8,1.50E+08,134518390,6
115,8,9.20E+07,261437578,11
96,5.9,4.50E+07,35617599,7
127,7.3,2.50E+07,14946229,7
108,6.5,2.10E+07,33313582,9
98,5.1,1.80E+07,NA,11
110,6.5,NA,8880705,4
101,5.5,750000,77501,12
157,7.9,6.80E+07,28965197,10
121,7.2,3.50E+07,75274748,1
118,6.5,5.00E+07,25450527,2
125,6.3,5.80E+07,44665963,6
128,6.4,8.00E+07,72515360,4
112,6.6,4.40E+07,6105175,12
99,5.9,8.00E+07,15071514,8
100,6.4,18500000,18439082,9
90,8,7.00E+07,23159305,8
105,6.4,1.30E+07,29959436,12
136,6.9,1.26E+08,35799026,6
99,4.4,4.00E+07,27663982,8
111,7,6.00E+07,106126012,5
124,6.3,6.00E+07,54910560,11
94,7.1,2.90E+07,6301131,3
82,4.6,NA,7557877,2
96,5.4,1500000,703,1
96,6.5,5.00E+06,1474508,9
141,7.4,5.00E+07,47105085,10
106,7.8,1.75E+08,362645141,4
72,5.4,2.00E+07,47887943,2
118,5.6,4.40E+07,44834712,2
126,7.2,8.00E+06,90800000,6
83,6.5,650000,NA,8
104,6.1,6.00E+07,69688384,7
106,7.1,3500000,20803237,7
109,6.1,1.30E+07,214966,2
118,8,1.50E+07,138795342,9
110,7.1,7.00E+07,47456450,8
128,7.6,2.00E+07,15797907,10
84,5.1,1.10E+07,13592872,6
92,7.7,2300000,7927,12
104,6.2,3.50E+07,39692139,12
99,6.8,4.00E+07,52320979,6
69,7.3,12500000,48092846,11
111,6.3,NA,146083,9
103,4.2,1.50E+08,131564731,6
98,6.9,NA,22434,9
131,6.9,6.00E+07,18208078,10
98,5.5,7.00E+06,23838,8
109,6.9,1.00E+07,33000000,3
219,7.8,2.30E+07,43984230,10
87,5.6,1800000,40990055,8
93,4,5.00E+06,15152879,2
94,5.9,NA,137945,11
100,3.6,13400000,163591,12
114,6.6,1.50E+07,32721635,8
121,7.7,6.00E+06,17605861,9
102,5.4,3.50E+07,5932060,4
117,7.8,4.00E+07,72455275,7
154,7.7,1.40E+08,111110575,12
93,5.7,NA,463730,9
107,5.8,2.00E+07,62933793,3
107,6.4,4.50E+07,12026670,1
112,7,1.30E+07,6615578,9
164,7.6,7.00E+06,8373585,8
92,5.8,4.00E+06,12836,6
117,8.2,NA,321952,5
106,6,9.00E+07,27356090,10
140,5.4,1.00E+07,32101000,3
83,5.2,3300000,25799043,1
110,5.8,7.80E+07,66462600,7
126,6.7,6.00E+07,30695227,11
108,4.4,2.00E+06,NA,3
99,4.2,7.00E+07,18821279,1
110,6.6,1.80E+08,124051759,6
98,5,1.80E+07,8000000,8
129,5.9,7.50E+07,45356386,10
100,7.8,6.00E+07,257756197,2
114,6.4,NA,4829497,9
119,7.3,5.00E+07,24006726,12
90,6.4,8.00E+06,303439,9
130,7.5,5.00E+07,19593740,2
89,7.1,9.00E+06,3193102,5
118,7.3,4.00E+07,57981889,3
73,8.5,4.50E+07,422783777,6
108,7.8,81200000,1339152,11
95,5.7,2.20E+07,13555988,10
130,6.7,3.00E+07,51185897,6
91,6.5,5.00E+05,12055,1
94,5.3,1.70E+07,42672630,4
150,6.5,2.15E+08,89289910,7
121,6.7,6.50E+07,33328051,10
100,7.1,1.00E+07,NA,5
178,7.8,1.00E+07,NA,9
128,7.1,3.40E+07,37432299,4
113,6.4,8.20E+07,158115031,5
94,5.1,2.30E+07,11508423,8
171,8.8,9.30E+07,313837577,12
192,8.9,9.40E+07,377019252,12
172,8.7,9.40E+07,340478898,12
101,5.1,2500000,1163508,9
97,6.4,2.50E+07,23527955,4
106,5.4,4.00E+06,399793,4
97,7.2,NA,32222567,7
144,6.7,9600000,2483955,9
97,4.8,NA,549632,3
90,7,40000,110536,9
101,8,1250000,NA,11
129,6.5,7.30E+07,229074524,5
87,3.8,6.20E+07,32178777,6
99,7.4,NA,NA,5
84,6.7,NA,NA,9
135,6.7,6.50E+07,43982842,12
109,4.5,NA,NA,5
101,6.5,2.50E+07,60443237,4
115,7,1.50E+07,183088,9
94,7.7,5.00E+06,1082044,2
135,6.6,2.70E+07,NA,9
98,4.5,6.00E+05,NA,8
152,6.9,7.20E+07,27796042,12
83,5.5,3.30E+07,8326035,7
87,8,2.00E+05,NA,6
102,7.3,3500000,NA,3
116,7.3,7.50E+07,45434443,8
132,6.4,3.50E+07,56876365,7
94,6.6,2.00E+07,13801755,11
113,8.1,3200000,NA,4
125,6.8,1.30E+07,21000000,12
107,5.4,1.50E+07,15608545,11
129,6.6,8.00E+07,65948711,10
92,4.7,2.00E+07,18843314,10
90,5.2,1950000,NA,4
151,8.1,1.08E+08,228430993,9
114,6.9,1.80E+07,119938730,7
136,6.7,6.50E+07,93771072,7
105,4.7,3500000,123777,1
144,7.1,3.20E+07,16377274,1
80,3.3,1.60E+07,40363530,8
96,6.8,1.00E+07,12570442,11
136,8.7,6.30E+07,171383253,3
138,7.2,1.50E+08,281492479,5
129,6.7,1.50E+08,139259759,11
113,6.8,3.40E+07,102413606,9
93,6.6,4.00E+07,29113588,10
108,5.2,4.10E+07,22108977,8
94,6.2,2.50E+07,32416109,10
131,7.1,1.80E+07,3752725,12
105,7.2,6500000,66637,11
123,6.1,3.40E+07,66808615,3
103,6.1,1.50E+07,73548,8
100,7.3,NA,2643689,10
100,6.4,1.00E+07,50752337,10
99,6.5,7.00E+06,1889522,10
122,6.5,4.20E+07,41252428,11
120,7.4,4.00E+06,NA,1
95,6.2,1500000,17580,1
126,7.2,1.80E+07,25592632,11
124,6.9,1.10E+07,NA,1
118,6.1,7.00E+07,78031620,1
130,6,6.00E+07,31165421,8
75,6.8,NA,47111,1
119,6.5,3.20E+07,35228696,1
94,7.2,8.00E+05,NA,1
130,6.3,9.80E+07,202007640,4
112,5.2,1.45E+08,102176165,7
89,7.7,1.20E+07,27281507,12
95,7.7,NA,76657000,5
103,7.1,4.50E+07,88625922,11
97,5.6,1.50E+07,11614236,8
104,4.7,4.00E+07,27053815,9
NA,4.7,NA,NA,8
122,7.6,NA,13569248,9
101,6.8,3.00E+07,37617947,12
140,7.3,5.00E+07,44484065,7
118,7,7.00E+06,1330827,6
114,5.8,2.20E+07,50728000,7
92,5.9,1.30E+07,28972187,5
150,6.7,3.00E+07,12712093,12
123,6,2.70E+07,10297897,3
99,4.7,2.50E+07,14983572,3
133,7.4,3.50E+07,21129348,11
81,5.9,4.00E+06,7825820,2
106,6.8,NA,NA,1
133,6.7,3.80E+07,18653746,8
123,7.9,2.90E+07,64286,6
108,6.3,1.50E+07,24984868,8
98,6.4,3.20E+07,35063732,2
149,7.6,3500000,NA,6
85,5.8,4.20E+07,64238770,1
92,5.7,1.90E+07,2119994,11
95,5.6,5.40E+07,128769345,6
111,6,1.50E+07,29106737,4
105,6.6,2.50E+07,51853450,8
88,5.6,5.00E+06,NA,3
100,3.5,7500000,12610552,10
107,7.6,2800000,NA,6
85,5.9,4.90E+07,43905746,10
91,5.5,1.00E+07,19348,1
97,4.5,3300000,NA,10
102,5.1,3.80E+07,7659747,12
115,6.6,3.00E+06,38168022,8
115,6.7,3.50E+07,26814957,2
106,6.2,1.40E+07,115504,10
116,6.7,1.00E+08,119219978,8
113,6.5,7.00E+06,4720371,4
109,6,4.00E+07,83906114,10
101,7.6,1.70E+07,96471845,8
90,5.3,4.00E+07,28535768,4
96,7.2,5.00E+05,NA,5
114,7.2,1.00E+07,25600000,3
104,6.1,1.00E+07,3607,1
95,5.5,5.60E+07,113006880,3
125,7.5,19400000,8047690,11
98,4.9,8.00E+06,NA,5
120,7.1,3.00E+07,499263,2
142,7.1,1.10E+08,113330342,6
124,5.9,5.00E+07,41256277,9
88,7.2,9.90E+07,130174897,11
141,6.5,4.50E+07,100768056,12
113,6.2,1.10E+07,2832826,5
118,7,12500000,1089445,4
93,6.8,5.00E+05,48430,7
100,5.5,2.50E+07,16247775,6
96,4.5,5.00E+06,9658370,3
130,6.4,1.40E+08,182618434,3
102,8,1.30E+07,17738570,9
94,3.9,1.00E+06,NA,5
100,4.9,4.50E+07,17300889,12
143,7.4,7.00E+07,51225796,9
150,8.5,3.50E+07,32519322,9
121,7.6,7.00E+06,40158000,5
93,5.6,6.50E+07,82226474,1
102,7.1,3700000,2956000,6
140,7.3,1.50E+07,21383298,3
104,5.6,4500000,23031390,4
124,6.8,4.50E+07,19719930,1
93,6.5,NA,NA,6
100,6.6,1.65E+08,665426,11
92,5.9,1.40E+07,49122319,8
177,6,8.00E+07,17593391,12
122,6.6,1.20E+07,NA,5
130,8.5,4.00E+07,53082743,10
93,4.6,1.80E+07,NA,8
99,7,7.00E+07,101217900,12
132,6.6,3.00E+07,74787599,12
97,7.1,1.05E+08,104374107,12
98,8.1,1.60E+07,30857814,9
111,6.2,3.70E+07,108244774,8
113,5.7,4.00E+07,95149435,8
101,7.8,NA,NA,8
134,6.4,4.50E+07,19377727,12
103,5.6,6.00E+07,668171,3
98,6.6,8.00E+06,16115878,9
108,6.7,4.00E+07,163947053,6
104,7.4,2.00E+06,1900725,3
111,7.1,2.00E+08,11905519,7
85,6.6,15000,192467,1
140,6.5,3.30E+07,33682273,4
85,5.7,3.00E+06,64423650,5
103,6.5,9.00E+06,71519230,7
109,6.1,1.00E+07,78845130,6
100,5.7,1.20E+07,NA,11
117,8,5.50E+07,162586036,12
94,7.3,9800000,56437947,9
107,6.4,3.20E+07,18636537,2
91,6.4,9.00E+05,381186,9
101,7.1,3.00E+07,12987647,2
104,4.6,2.10E+07,17757087,3
116,7.1,1.80E+07,4435083,12
135,7.1,4.00E+07,45856732,12
110,6.4,2.60E+07,16005978,3
124,7.6,3.20E+07,34180954,12
96,2.7,8.00E+06,3713002,4
99,5.7,4.00E+07,25117498,4
130,7.7,1.00E+07,9473382,9
94,5.8,NA,NA,5
110,5.7,4.00E+07,33927476,1
134,7.9,11500000,22954968,11
96,6.1,3.00E+07,18967571,2
118,6.5,5.00E+07,44737059,8
99,8,NA,502028,3
108,7.3,4.00E+06,NA,5
113,7.1,5.00E+06,NA,5
156,8.1,1.35E+08,183635922,8
119,4.9,NA,NA,12
193,7.9,2.70E+07,21500000,10
128,5.4,NA,75888270,3
110,5,2500000,NA,8
114,6,3.70E+07,33037754,1
111,6.3,4.50E+07,46815748,9
111,7.3,2.50E+07,56692,11
89,6.9,9.50E+07,50802661,3
135,6.8,5.00E+06,36000000,9
136,7.4,7.50E+07,134006721,6
102,6.2,1.50E+07,6409206,8
127,7,2.00E+07,75597042,3
91,4.8,1.60E+07,37300107,2
125,6.9,8500000,29200000,11
110,7.6,2.10E+07,52353636,10
83,5.9,2.40E+07,100491683,11
93,5.9,8.00E+06,17427926,4
110,6.7,4.00E+06,6525762,10
106,6.6,1.00E+07,3571735,3
104,6.7,8.50E+07,47592825,9
101,6.6,2.70E+07,38122105,11
116,6.2,6.80E+07,61355436,4
97,6.4,2.20E+07,144833357,11
104,5.5,6.00E+07,139225854,10
114,7.2,NA,6610326,1
135,5.1,5.00E+07,10400000,4
124,6.8,6.80E+07,71069884,7
100,5.5,6.00E+07,90341670,4
122,6.6,1.00E+07,33071558,2
110,7.3,1.10E+07,37766350,9
87,6.8,7.50E+07,323505540,6
114,7.3,9.00E+07,58229120,12
75,7.7,6500000,686383,2
107,6.1,6.00E+07,36279230,1
95,7.2,1.00E+06,5997134,5
93,6,2.50E+07,32055248,7
98,4.4,5.00E+07,61112916,3
86,6.8,1.70E+07,54257433,6
142,9.3,2.50E+07,28341469,9
146,8.4,1.90E+07,NA,5
111,6.8,3.50E+07,11405825,12
116,6.3,7.00E+07,40932372,11
97,6.1,4.00E+06,NA,2
138,8.6,1.90E+07,130727000,2
87,7.4,7.50E+07,183132370,7
109,5.6,8.00E+06,336456,10
104,6.3,1.00E+06,NA,4
119,6.6,2.50E+07,39008741,6
119,6.2,NA,44087387,8
87,5.7,NA,30538669,12
107,8.1,4.00E+07,293501675,8
104,6.5,4.30E+07,47806295,7
93,6.8,NA,5283379,1
106,5.6,1.50E+07,35007180,3
112,6.1,5.00E+05,13134,1
91,4.9,1100000,NA,1
103,5.5,1.10E+08,142614158,7
105,5.4,1.05E+08,71017784,7
120,7.7,4.00E+07,96917897,9
117,6.7,6.00E+07,31670931,4
90,5.1,1.50E+07,28870,11
109,6.1,1.50E+08,63143812,7
90,8.3,NA,NA,10
174,8,8200000,163214286,3
110,7.3,1.00E+07,10200000,9
110,5.4,4.50E+07,57362581,10
82,6,1.00E+06,12996,9
95,7.1,2500000,6851969,8
107,6.6,9.00E+07,71148699,2
103,4.8,6.00E+07,19781879,12
92,6,7.40E+07,162495848,2
87,7,3.00E+07,85416609,11
94,5.4,2.80E+07,24268828,1
123,7.1,1.40E+07,46800000,7
108,8.1,1500000,NA,6
88,7.4,1500000,7362100,10
120,6.2,2.30E+07,763044,12
89,7.7,5.00E+05,5739376,1
101,5.6,NA,29062561,1
93,5.2,9.00E+07,59475623,2
81,6.3,250000,18195,6
129,8.3,5500000,159600000,12
95,5.9,5.00E+07,27067160,10
112,8,1.00E+07,6197866,10
124,6.4,6.80E+07,118471320,5
112,6.1,3.00E+06,26345,9
112,7.7,5.00E+06,4306697,5
90,5.1,4.30E+07,24430272,4
101,6.1,1.90E+07,27758465,5
109,6.1,1.80E+07,13491653,2
106,6.4,1.00E+08,65452312,6
93,6.1,6.00E+07,50818750,12
139,7.3,4.00E+07,81292135,12
110,5.4,2.00E+07,263365,2
96,5,5250000,766487,8
128,7.3,6.00E+07,77032279,6
107,8.1,6500000,38400000,10
88,7.5,83532,30859000,10
101,5.5,4700000,8025872,8
83,5.9,1.60E+07,39511038,10
123,7.7,1.50E+07,35887263,10
215,7.6,5.20E+07,36385763,12
109,8.2,1.50E+07,13782838,10
100,7,1.60E+07,15500000,4
113,6.8,4.80E+07,69304264,6
110,5.8,7.50E+07,20315324,8
92,5.1,NA,44328238,4
77,6.3,3.00E+07,45542421,2
81,5.5,2100000,NA,2
96,5.9,8.00E+07,56684819,3
107,7.1,3.90E+07,63411478,8
104,5.8,1500000,3447339,7
89,4.6,1500000,NA,8
7,5.2,13000,NA,8
103,6,1.00E+08,67631157,12
150,7.6,3.70E+07,92173235,9
91,6.2,475000,NA,5
96,5.1,2300000,792966,2
133,7.9,6700000,NA,9
92,6.8,2.10E+07,25296447,10
96,5.1,2.50E+07,16027866,9
139,6.7,3.20E+07,13303319,5
99,7.2,1200000,NA,10
103,8.1,6.00E+07,125603360,6
98,5.3,6.00E+07,50189179,9
115,5.5,1.20E+08,292298923,11
124,4.9,6.80E+07,300523113,6
130,4.6,5.00E+07,296623634,3
96,6.5,3.80E+07,88915214,7
114,7.4,NA,3420871,10
89,4.8,1.60E+07,42638165,1
119,7.9,2.50E+07,76270454,6
118,6.9,9.00E+06,18761993,1
106,8.6,6.00E+06,23272306,7
119,7.5,2160000,NA,6
91,4.5,8495000,1712111,7
93,4.7,4.00E+06,NA,4
100,5,4.00E+06,NA,7
129,7.8,1.60E+07,54000000,12
108,6.5,6.00E+07,114195633,7
90,7.2,6.00E+06,4859475,4
86,4.6,3400000,535249,9
94,6.2,5.00E+06,65069140,1
125,7.7,1.70E+07,4068087,9
104,6.8,3.00E+07,125014030,2
99,7,6.00E+06,2077046,7
123,7.4,3.50E+07,10137502,9
100,6.3,4.50E+07,5664251,12
93,4.6,4.00E+06,10097096,11
102,5.7,6.80E+07,34350553,7
97,5.3,3.30E+07,28927720,9
111,7.1,22500000,4190530,12
90,6.1,2.00E+07,161487252,11
107,7.6,5.00E+06,NA,10
119,6.7,8500000,6047856,9
103,7.4,5.00E+06,21501098,6
102,6.6,2.20E+07,12469811,10
90,6.1,1.50E+07,31585300,2
103,5.2,3.50E+07,60400856,1
99,5.5,8.00E+06,127144,8
135,6.7,1.60E+07,1666262,10
98,6.7,2.40E+07,57262492,2
98,5.5,4.00E+07,16323969,4
98,4,8.00E+06,NA,11
84,4.6,1200000,NA,10
144,8,6244087,NA,6
85,5.2,2.50E+07,39880476,12
127,7.5,NA,1829142,6
92,6.8,3500000,25138292,2
118,5.2,2.40E+07,13000000,10
102,8.1,2800000,22202612,1
240,8.2,1.00E+08,116866727,12
119,5.8,1.50E+08,61937495,2
138,6.7,1.20E+08,132550960,7
88,7.3,1200000,110720,10
95,6.4,1.70E+07,54322273,12
114,4.9,16500000,26896744,1
106,6.9,6.00E+06,25047631,7
102,7.1,6.00E+06,11434867,9
118,6.9,7500000,3347439,11
100,6.6,6500000,2024854,10
109,7,2.00E+07,26003149,7
127,7.9,2.50E+07,5128124,10
128,6.4,1.35E+08,126930660,11
93,5.9,2700000,3500000,11
109,7.9,6.00E+06,26236603,9
121,7,6.60E+07,83892374,6
108,5.9,3.00E+07,20981633,7
115,6.4,2.40E+07,882710,4
102,6.8,15500000,317040,12
105,7.1,3.30E+07,99462,10
111,5.4,18500000,6462576,3
87,4.2,NA,58163,3
100,7.3,3.50E+07,10991381,3
107,7.1,2.30E+07,176483808,7
102,5.9,3.60E+07,1068392,3
99,6.4,10500000,125169,9
158,8.1,2.50E+07,40218903,12
89,4.8,1.70E+07,12693621,11
83,5.5,NA,NA,6
93,7.3,4.00E+06,13008928,11
105,7.7,4.00E+05,NA,10
115,6.8,7.00E+06,529766,12
118,7.2,1.60E+07,2849142,9
122,6.6,1.20E+07,91547205,4
106,5.7,2.40E+07,65182182,6
93,5.7,8500000,15171475,10
91,5.5,2.00E+07,41867960,10
100,6.8,1500000,4599680,8
104,7.1,4500000,3287435,9
145,7.3,8.00E+07,34566746,12
117,6.1,1.30E+07,49121934,11
134,6.2,3.50E+07,67523385,12
101,7.7,1500000,327919,9
83,6.6,42000,NA,6
107,6.7,3.20E+07,101470202,6
103,6.6,19800000,34290142,9
103,6.3,6.50E+07,54758461,2
85,3.6,1.90E+07,15911333,7
115,7,1.50E+08,181015141,4
112,7.1,1.70E+08,206360018,10
101,5.1,2400000,978908,12
114,7.1,4.80E+07,60652036,9
98,6.1,2.00E+07,10544143,10
96,6.6,4.00E+06,1325073,1
130,7,9.00E+06,63600000,12
95,4.2,5.70E+07,6768055,7
